,Gender,First Name,Last Name,City,State,Country,Age,Annual Vacation Days,Average Monthly Spend on Entertainment,Number of Online Purchases in Last Month,Number of Charity Donations in Last Year,Average Weekly Exercise Hours,Investment Portfolio Value,Health Consciousness Rating,Education Level,Average Daily Screen Time,Environmental Awareness Rating,Social Media Influence Score,Risk Tolerance in Investments,Number of Professional Trainings Attended,Tech-Savviness Score,Financial Wellness Index,Lifestyle Balance Score,Entertainment Engagement Factor,Social Responsibility Index,Work-Life Balance Indicator,Investment Risk Appetite,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
113162,male,Ian,Vistnes,Alvdal,Hordaland,Norway,28,2.7735,57.2039,102.4495,0.0,0.0,10.3303,0.6821,7.6141,1.3957,0.6923,10.8428,0.0,4.3379,13.0383,100.9027,2.4081,2.0318,0.1029,0.2071,1.2888,0.0248,3.0171,59.4541,Social Media Influencer
79008,female,Mabel,Rogers,Ballarat,New South Wales,Australia,35,10.1492,35.88,140.4961,0.0,0.0795,5.6752,0.801,4.5239,5.9542,0.4637,10.8929,0.0,4.4012,17.7201,93.8475,12.1311,2.1719,0.0251,0.032,0.927,0.0,3.868,93.6096,Social Media Influencer
221270,female,Celestine,Leroux,Caen,Aude,France,49,3.7229,9.4328,145.271,0.6158,0.0,8.6304,0.4208,8.9435,4.4319,0.6232,13.2273,0.9778,3.4383,15.8622,80.2003,2.1074,1.7428,1.703,0.0,4.5337,1.5214,2.368,34.987,Social Media Influencer
149121,female,Bratislava,Tomašević,Smederevska Palanka,Kosovo,Serbia,22,16.2344,15.6164,177.7111,0.0,0.0,13.8845,0.6959,7.1436,5.6851,0.5403,3.0351,0.0,4.8201,18.0213,98.3397,20.2181,1.1988,0.1246,0.2461,7.299,0.0,1.3491,98.0405,Social Media Influencer
199289,male,Slobodan,Filipović,Opovo,Zaječar,Serbia,22,39.6646,9.4418,166.0888,0.4054,0.423,23.9999,5.6231,1.5522,7.2094,0.561,8.9758,5.172,3.3696,18.2959,150.7768,45.0196,1.8572,0.0,0.0193,6.8498,0.0413,3.6792,40.3876,Social Media Influencer
319933,female,Lærke,Pedersen,Horsens,Syddanmark,Denmark,28,65.8633,25.5273,109.8444,0.0,0.0537,21.8599,0.668,5.9533,8.9923,0.4582,3.7389,7.8728,3.3034,13.7439,116.9264,46.8168,1.6023,0.0,0.0484,6.612,0.0151,2.4535,35.4813,Social Media Influencer
167189,male,Gabriel,Singh,Glenwood,British Columbia,Canada,40,16.9417,24.0993,127.7568,0.0,0.7423,16.9708,0.3433,8.9865,2.9446,0.6649,5.9614,4.0436,4.2881,14.3978,92.6297,17.4931,1.7102,0.0,0.0124,2.1261,1.0826,2.5413,55.07,Social Media Influencer
95911,male,Diego,Balderas,Mexicali,Estado de Mexico,Mexico,45,13.557,72.3816,146.7832,0.0093,0.0,25.1697,0.621,9.7747,2.8024,1.519,8.4024,5.5995,0.3368,15.9408,104.2923,12.1536,2.5495,0.2579,0.1508,8.1603,0.0157,5.3391,2.2567,Social Media Influencer
291718,female,Gonca,Atan,Bartın,Kütahya,Turkey,39,16.7283,16.8828,194.6651,0.0,0.1101,9.0364,0.7609,10.6851,3.9058,1.9393,3.8073,1.7924,3.7586,19.2181,87.9944,15.6057,1.9222,0.1246,0.0505,7.7503,0.0,3.2115,56.1833,Social Media Influencer
54066,female,Angelina,Ulvestad,Midtbygda,Møre og Romsdal,Norway,27,25.4084,41.137,126.7248,0.0,0.0,21.6661,0.7686,3.5792,3.8511,0.6556,2.5296,5.2493,3.824,15.1859,92.4736,25.6958,1.6426,0.1194,0.0,6.0574,0.0431,2.5792,49.0578,Social Media Influencer
51952,male,Aiden,Rice,Portarlington,Laois,Ireland,33,28.3724,12.3225,112.1158,0.0,0.2601,20.9368,0.4877,10.8223,5.2148,1.4754,19.6992,2.7273,2.1244,18.75,80.6667,33.8316,2.0085,0.1665,0.0,0.2593,0.0,3.7967,11.0207,Social Media Influencer
31034,male,Yarosh,Gevko,Busk,Avtonomna Respublika Krim,Ukraine,38,1.7847,36.1397,157.5742,0.0208,0.22,18.9658,0.5158,5.9298,3.925,0.3515,4.108,7.9632,3.7246,16.3703,102.7075,0.0,1.4036,0.0,0.0,6.5025,0.8628,1.3915,41.9458,Social Media Influencer
421484,female,Tamires,Pereira,Montes Claros,Pernambuco,Brazil,39,22.2243,22.9881,160.9983,0.1045,0.0001,15.0234,0.7794,4.379,4.961,0.5866,10.4005,3.94,3.1028,17.0196,102.5057,25.5079,2.1788,0.1106,0.0305,0.614,0.0122,4.9583,27.3773,Social Media Influencer
72763,male,Ángel,Ocampo,San Pedro Apóstol,Guerrero,Mexico,31,3.1432,45.525,100.9748,0.0,0.091,16.0897,0.7058,12.7334,8.5869,0.4021,9.2252,4.728,3.1673,16.9703,104.1802,4.1189,2.131,0.1082,0.6827,3.8691,0.0187,3.2741,36.6576,Social Media Influencer
116328,female,Addison,Claire,Minto,New Brunswick,Canada,37,15.0523,8.2834,174.7404,0.4375,0.0,1.3262,0.605,10.9964,6.2395,0.4595,6.2088,2.6282,1.0635,17.1336,98.1315,17.5272,1.9493,0.0164,0.0064,6.1859,0.327,3.7592,2.6738,Social Media Influencer
36519,male,Gary,Stephens,Glasgow,County Antrim,United Kingdom,51,24.6228,28.9204,136.8172,0.0,0.0012,14.0824,0.6982,11.7976,4.7717,0.5705,9.6374,5.3952,3.9558,15.1974,100.4648,26.3831,1.7089,0.0653,0.2376,8.4194,0.0039,2.8405,64.5333,Social Media Influencer
162676,female,Lígia,Santos,Macaé,Piauí,Brazil,34,28.5168,43.3789,152.6658,0.0,0.3681,11.9658,0.5784,11.1131,3.953,0.6041,11.4483,2.9048,3.3802,15.124,101.2123,28.2564,1.8699,0.0261,0.0,0.1131,0.0083,3.2764,32.6672,Social Media Influencer
92275,female,فاطمه زهرا,صدر,اصفهان,آذربایجان شرقی,Iran,42,17.8956,17.2926,160.7334,0.0,0.0745,10.2164,0.7037,5.0831,3.1444,0.5244,15.5617,0.697,4.7521,17.4163,98.0287,21.1185,1.6935,0.0,0.0048,6.8572,0.0007,2.7409,88.559,Social Media Influencer
247644,male,Philip,Petersen,Sandved,Danmark,Denmark,32,4.7348,81.5946,246.4657,0.0959,0.2074,59.1769,0.6965,5.9836,2.7462,4.3324,4.5887,6.1521,2.7674,23.6305,97.5412,4.6296,2.1943,0.1272,0.3304,7.5458,0.0,3.4378,23.8452,Social Media Influencer
202109,female,Sybille,Duval,Lussery-Villars,Schwyz,Switzerland,50,30.9425,23.708,152.5464,1.6777,0.0,11.6206,0.9334,5.8024,4.5681,0.5073,6.185,3.4372,0.1349,16.264,103.7297,34.7301,2.0771,0.0,0.015,4.5179,0.0625,5.6194,0.0,Social Media Influencer
337006,female,Mila,Ivanišević,Žitorađa,Podunavlje,Serbia,30,20.0427,33.0274,192.6955,0.0824,0.0,30.5061,0.5157,7.1689,4.5346,0.5514,4.2344,14.3594,0.9173,18.0504,155.2156,21.2643,1.2824,0.0313,0.0172,7.4287,0.882,1.2833,3.5729,Social Media Influencer
386194,male,ایلیا,سلطانی نژاد,قم,کرمانشاه,Iran,34,26.8876,30.0397,128.2382,0.0,0.0,3.2992,0.714,4.6569,5.2259,0.5142,7.5,8.4856,3.8438,16.0386,101.6004,30.2857,2.0204,0.0,0.0043,5.0949,0.1848,4.034,51.856,Social Media Influencer
55253,male,میلاد,رضاییان,رشت,خراسان رضوی,Iran,31,14.7881,64.9649,193.5883,0.0,0.0,11.0376,0.7125,6.9788,1.8445,0.505,6.2826,6.5467,3.5788,17.3368,101.3902,15.4211,2.032,0.0,0.0,6.3381,0.0045,3.4649,26.5483,Social Media Influencer
91058,female,آدرینا,احمدی,قائم‌شهر,گیلان,Iran,46,34.3733,33.7489,148.8773,0.0,0.0,2.9156,2.2078,6.6777,3.6184,0.6245,9.1105,16.408,3.1023,16.4091,100.2256,37.1689,1.8074,0.0,0.0093,7.0446,0.0,3.2861,23.1281,Social Media Influencer
256130,male,Francis,Fuller,Cambridge,South Carolina,United States,20,18.0845,28.0518,146.0948,0.0,0.5441,9.2406,0.5635,4.9792,1.9808,0.9696,9.5221,0.7632,2.9447,14.8443,98.3004,19.2408,1.6468,0.0328,0.0,1.946,0.0252,2.5674,13.8509,Social Media Influencer
21641,male,Lorenzo,Martin,Grenoble,Pyrénées-Orientales,France,59,6.1353,66.9145,149.4567,0.0,2.2518,82.7429,0.5176,0.7045,9.0418,2.0875,6.9719,4.185,2.9034,20.354,114.9025,3.9987,2.2035,0.0,0.5813,0.0836,0.0,3.629,38.8817,Social Media Influencer
146945,female,Melissa,Osullivan,Laytown-Bettystown-Mornington,Limerick,Ireland,42,21.3519,7.7125,144.6984,0.0166,0.132,0.7586,1.415,4.613,9.7296,0.4681,19.0111,3.7989,3.6139,25.4056,95.8234,29.0047,1.6375,0.0,0.6016,5.8332,0.0,2.4273,53.53,Social Media Influencer
248207,female,تینا,قاسمی,مشهد,کردستان,Iran,42,19.7205,65.6062,121.4252,0.0,0.0186,11.9571,0.6984,1.7199,1.3245,0.5214,8.6129,6.6407,3.0642,13.5559,99.0664,19.6114,2.086,0.0,0.0,6.2243,0.0025,3.8536,16.676,Social Media Influencer
391040,female,Ivete,Oliveira,Juazeiro do Norte,Goiás,Brazil,40,30.6979,35.3628,176.3563,0.0,0.258,7.5859,0.6844,5.5347,3.2497,0.7727,7.5256,0.0,2.6016,16.7916,99.4758,35.0624,1.4555,0.1974,0.3997,2.7972,0.0,2.1127,13.9983,Social Media Influencer
279155,male,Ridwan,Øvereng,Haga,Rogaland,Norway,34,11.801,49.312,140.1775,0.0,0.0579,10.997,0.8952,3.4175,2.3159,0.5422,8.2474,9.6719,2.4459,15.3392,104.1625,10.9104,2.0063,0.0,0.0015,1.663,0.0033,3.1507,11.6608,Social Media Influencer
295089,male,Eduardo,Tejeda,Ramos Arizpe,Sinaloa,Mexico,36,7.5272,38.337,156.9084,0.0742,0.1015,15.9901,3.0067,5.8126,5.7803,0.5861,11.202,5.9719,4.4938,16.8471,95.0781,8.2836,1.9984,0.1313,0.0785,5.1823,0.0068,2.877,94.6702,Social Media Influencer
458707,male,Ralph,Maisch,Garbsen,Brandenburg,Germany,25,14.5761,14.2197,151.2613,0.0,0.0718,3.4055,0.8912,9.5699,7.9874,0.4914,9.2953,5.8899,5.333,17.8098,100.6253,17.6709,2.0684,0.0027,0.002,2.944,0.0058,3.9181,97.9258,Social Media Influencer
49006,female,Kathy,Wolff,Hartenstein,Bayern,Germany,34,29.1341,21.2332,157.4463,0.0,0.01,15.627,0.6501,6.4294,1.4216,0.6485,10.4916,0.0,3.7806,15.8519,99.8071,31.307,1.779,0.0207,0.4185,2.5452,0.0002,3.0954,30.9814,Social Media Influencer
309457,female,Danielle,Reynolds,Warrnambool,South Australia,Australia,38,30.1398,23.4939,173.3851,0.1742,0.0,25.4843,0.852,8.9591,5.4794,0.5722,5.9594,6.144,4.4724,17.2578,213.7207,32.449,1.8396,0.0,0.0945,4.9375,1.4573,3.0845,68.2199,Social Media Influencer
434039,female,Andrijana,Stepanović,Surdulica,Srem,Serbia,52,11.2232,32.4443,127.9648,0.1187,0.1223,19.2244,2.3769,10.05,5.3434,0.8542,10.6697,4.774,4.661,15.3028,107.1341,10.3539,1.9378,0.0,0.0602,0.5685,1.7862,2.8902,72.4462,Social Media Influencer
324343,female,Lia,Monteiro,Santana,Rio de Janeiro,Brazil,28,35.941,14.112,172.0548,0.0,0.0966,2.3295,0.8427,1.4403,6.989,0.5803,5.29,1.2723,3.2793,19.4729,85.1825,44.1264,1.7448,0.0247,0.8311,7.9018,0.0,2.8684,40.0893,Social Media Influencer
93325,female,Wiktoria,Yildiz,Aursmoen,Trøndelag,Norway,35,2.867,54.6645,153.0842,0.1347,0.0285,111.8366,0.586,12.3215,6.6258,0.7309,3.8894,6.4906,4.6499,16.1984,127.5778,2.847,2.0019,0.0,0.3728,4.7915,0.0308,2.8453,95.2408,Social Media Influencer
307451,female,Patricia,Mota,Fuentes del Valle,Sonora,Mexico,23,19.807,9.5029,138.3105,0.0142,0.0683,13.3751,0.6488,7.2284,5.0021,0.5816,10.0952,0.9576,4.7342,16.563,103.7298,23.6042,1.5791,0.0308,0.0,1.0886,0.0,2.5266,95.5668,Social Media Influencer
75312,female,Brittany,Wallace,Nenagh,Limerick,Ireland,46,11.4639,41.8888,112.7503,2.2445,0.0275,126.58,2.3972,9.3875,4.6965,1.0581,5.8711,4.5303,4.334,13.7258,96.0537,13.9778,2.2103,0.0,0.0229,1.612,0.0,4.7876,73.2538,Social Media Influencer
258588,female,Phoebe,Willis,Canterbury,Cambridgeshire,United Kingdom,27,9.5238,26.9454,139.5546,0.0215,0.003,24.3818,0.6387,7.7952,3.8451,0.4993,2.8241,13.0846,1.9079,15.939,115.9752,8.9076,1.1108,0.0791,0.5519,6.8547,0.0,0.9343,9.4679,Social Media Influencer
434707,female,Brianna,Long,Tallahassee,South Carolina,United States,40,18.9256,21.9786,153.51,0.1904,0.0,8.7533,0.6944,6.7085,3.6255,0.4679,7.4708,5.8862,2.6107,16.6635,94.8911,20.9612,1.9166,0.1153,0.0912,0.041,1.2391,3.3888,19.4941,Social Media Influencer
85758,male,Hervé,Garnier,Innertkirchen,Nidwalden,Switzerland,46,25.541,8.6624,162.8433,1.7455,0.023,121.8906,1.3503,7.1813,5.8997,1.1155,3.5853,9.0463,3.6261,16.2875,112.4916,32.4478,1.8786,0.0,0.3595,7.7923,0.0,3.767,41.897,Social Media Influencer
31122,male,Jason,Miller,Tuam,Cork City,Ireland,39,4.1347,35.7098,142.013,0.0004,0.2808,17.3124,0.7057,4.1213,6.0578,0.3939,3.4744,2.8684,6.9622,16.347,94.4844,3.5453,1.5342,0.0758,0.0,6.3474,0.018,1.6756,103.0327,Social Media Influencer
427585,male,محمدامين,سالاری,نیشابور,اردبیل,Iran,31,26.3785,39.9448,174.709,0.0,0.0604,18.7119,0.7487,7.6535,1.8487,3.3729,4.2826,3.4391,2.0979,23.1019,105.9234,26.0914,2.1069,0.0284,0.0119,1.8078,0.006,4.2927,11.1963,Social Media Influencer
99980,male,Omkaar,Saniel,Siwan,Punjab,India,60,6.8401,9.3505,143.3452,1.3761,0.0,132.7988,1.1437,10.2417,3.6777,0.9095,4.557,6.7941,3.2749,15.6793,163.2971,9.1082,1.6508,0.0,0.011,0.233,0.0394,2.2225,27.2019,Social Media Influencer
103278,male,Kaya,Abadan,Sinop,Adıyaman,Turkey,31,18.9982,18.543,166.1333,0.2312,0.0,16.1454,1.5201,6.1054,2.8161,0.536,5.6702,9.4624,4.2165,17.4711,106.7941,21.4126,1.5193,0.0,0.0104,0.0918,0.0,2.2805,60.7669,Social Media Influencer
45358,female,Heather,Webb,Inverness,Dyfed,United Kingdom,19,5.2822,19.3543,103.8434,0.1056,0.0,10.1338,1.3549,8.0809,4.778,0.3741,7.8599,7.6557,1.0514,15.7611,102.0758,5.1451,1.4131,0.2352,0.9485,1.0391,0.0242,1.4977,5.1474,Social Media Influencer
363136,female,María,Méndez,Talavera de la Reina,Asturias,Spain,29,6.8722,25.3254,128.5953,0.0,0.0386,10.2763,0.7152,10.5624,5.2238,0.4683,9.5479,0.0,3.7258,15.8293,102.0413,8.5319,1.9129,0.0,1.0102,0.5676,0.0083,2.7799,51.2991,Social Media Influencer
125284,male,Jeremiah,Collins,Loughrea,Westmeath,Ireland,26,28.4718,77.6463,143.1693,0.0,0.3732,18.0035,0.8124,6.4179,2.8979,1.1385,6.9468,1.7312,5.086,15.4021,97.1667,29.8979,2.0778,0.0045,0.8909,0.4698,0.0198,4.0798,92.873,Social Media Influencer
164761,male,Martin,Risvik,Leksvik,Hedmark,Norway,35,13.6351,63.7457,114.1463,0.0,0.087,10.5413,0.7993,9.1069,4.5075,0.5594,8.9734,9.0123,2.3562,14.5023,102.5192,13.4262,2.1778,0.0,0.4781,5.7496,0.0077,3.7806,11.5141,Social Media Influencer
305799,female,Saana,Korpela,Pori,Northern Savonia,Finland,28,21.9782,20.847,195.045,0.2304,0.0,77.759,0.5296,7.3282,5.7597,0.6291,5.2116,8.5358,3.2084,17.7865,255.8569,25.5455,2.0046,0.0,0.0105,7.5771,0.247,3.7481,30.4286,Social Media Influencer
472649,male,Peresvit,Barna,Skvira,Volinska,Ukraine,48,26.4826,68.2647,102.9297,0.0,0.0,10.7469,1.1185,6.3372,8.2795,0.6051,14.507,5.6869,4.3727,13.2958,103.54,27.993,2.4987,0.0,0.0,4.7135,0.0,5.8137,94.3112,Social Media Influencer
374585,female,Borka,Filipović,Brus,West Bačka,Serbia,22,0.0,30.7108,142.8096,0.0982,0.1103,15.293,0.5698,8.906,2.5012,0.8465,7.0243,1.9274,3.613,20.3617,104.4273,0.0,2.0437,0.0,0.6206,3.8209,0.0,3.0693,36.6206,Social Media Influencer
130426,male,سام,زارعی,پاکدشت,کرمانشاه,Iran,24,26.0613,64.7692,132.6017,0.0,0.0897,10.5923,0.6639,8.636,7.9103,0.3846,5.8128,9.2607,1.7907,15.7387,142.1951,28.9065,1.9406,0.0793,0.0,6.4384,0.0205,3.3947,9.1776,Social Media Influencer
252587,female,Anka,Gojković,Mali Zvornik,Mačva,Serbia,54,17.7044,48.6161,109.6653,0.0968,0.0,6.3618,0.4648,4.7453,3.5997,0.8589,8.2478,4.24,1.8585,13.9231,96.2946,19.004,2.2898,0.0,0.0266,6.9137,1.0605,4.7021,10.1052,Social Media Influencer
244556,female,Mara,Lemoine,Signau,Neuchâtel,Switzerland,52,45.9808,44.4327,139.435,0.0,0.0,8.5253,0.7157,5.5645,6.5949,0.604,19.7601,1.3435,1.611,15.7834,99.9912,53.6114,2.0312,0.0274,0.1464,7.5282,0.0,3.9977,6.4464,Social Media Influencer
400368,female,Amanda,Welch,Frisco,Washington,United States,53,24.5308,31.9503,155.5879,0.005,0.0,9.9105,0.7391,4.5979,2.4053,0.6383,12.7556,6.6964,2.1054,14.7602,98.5309,22.998,1.6856,0.0,0.0,7.8878,0.006,2.7953,7.5904,Social Media Influencer
99735,male,Emile,Aubert,Boulogne-Billancourt,Haute-Loire,France,31,17.5019,11.0758,144.915,0.3448,0.034,13.789,0.5834,7.9705,4.4909,0.5073,6.1709,1.4984,0.5975,16.5251,105.2224,20.2006,1.81,0.0983,0.1078,6.4905,0.0003,3.3242,0.7131,Social Media Influencer
380930,male,اميرمحمد,حیدری,قم,سمنان,Iran,46,9.991,31.6127,95.1786,0.0,2.2225,53.8363,0.9096,1.8154,5.3345,1.0752,2.4172,6.0939,1.1645,13.0982,90.073,6.4247,1.6889,0.0,0.0337,1.7334,0.0004,2.2771,5.4402,Social Media Influencer
394507,male,Ryder,Green,Christchurch,Gisborne,New Zealand,20,2.939,25.1653,113.3081,0.0827,0.027,0.5149,1.8751,1.2198,4.0869,0.5235,13.1367,4.9534,3.0802,15.3626,93.543,0.9138,1.8796,0.0,0.0409,3.3426,0.0,2.6695,22.6148,Social Media Influencer
177216,female,بهار,سهيلي راد,مشهد,قزوین,Iran,28,22.6739,17.1073,128.9833,1.0563,0.0,68.9486,0.8945,9.1246,3.8733,0.9318,5.4479,4.833,3.4904,15.1228,96.7646,25.4716,1.9321,0.0,0.0906,4.5479,1.2306,3.7072,37.4902,Social Media Influencer
51202,male,Juho,Kari,Vesanto,Central Finland,Finland,47,15.44,23.309,157.2302,0.0489,0.0289,81.7407,0.6856,7.3763,2.7438,1.3489,2.3198,4.2563,2.4006,16.8117,95.3199,15.9345,1.6784,0.0103,0.0017,4.2635,0.0,2.3765,11.071,Social Media Influencer
334047,female,Creusa,Viana,Poços de Caldas,Espírito Santo,Brazil,32,15.3227,76.0724,184.5105,0.0487,0.0,10.3816,0.7972,4.9562,1.8907,0.5464,8.4832,17.3812,1.5202,16.7078,99.1989,14.2474,2.1028,0.2238,0.8215,7.9669,0.0059,3.7412,8.394,Social Media Influencer
101283,male,مهراد,کامروا,رشت,زنجان,Iran,52,26.5198,21.7185,170.699,0.1517,0.2054,251.552,0.7751,7.2399,3.6966,1.0567,2.2826,5.1484,4.126,15.1301,119.8931,27.6174,1.6201,0.0,1.0355,5.8554,0.0,2.4905,66.2483,Social Media Influencer
180562,female,بهار,نكو نظر,اصفهان,خوزستان,Iran,31,24.6904,90.0301,144.4989,0.0,0.0917,5.2396,0.9277,8.9928,3.3244,0.5643,6.1346,7.111,3.4624,14.5952,111.8909,22.6874,1.2304,0.1272,0.3531,0.5691,0.0,1.335,33.3399,Social Media Influencer
367531,male,John,Clarke,New Plymouth,Waikato,New Zealand,21,28.7753,14.3355,182.0723,0.246,0.0,14.9428,0.5341,10.9703,7.4193,0.7142,4.9573,5.2407,3.9699,18.0547,92.2408,33.1508,1.9186,0.084,0.0082,7.3352,1.1119,3.3644,59.0758,Social Media Influencer
29946,male,Hudson,Anderson,Rotorua,Canterbury,New Zealand,40,40.9958,43.3441,69.3786,0.0,0.4681,14.8351,0.8578,3.3338,3.2297,1.2831,2.4667,3.7811,2.7728,11.7081,92.1019,39.9598,1.5451,0.0,0.1855,2.9666,0.0221,2.5239,19.2417,Social Media Influencer
379828,female,Tina,Carr,Orange,New South Wales,Australia,42,26.7033,5.7657,130.213,0.3578,0.0649,12.591,0.724,5.9611,5.1686,0.5173,5.9349,3.681,2.7521,20.2547,97.9065,32.7682,1.3856,0.3332,0.4154,0.0,0.0,1.9388,18.6765,Social Media Influencer
70331,male,Gary,Porter,Cairns,Australian Capital Territory,Australia,38,19.2477,39.0754,167.6337,0.0,0.0,15.848,0.7342,9.9894,1.1465,0.582,6.2283,5.6648,4.2644,15.8446,100.8533,19.3798,1.6558,0.0344,0.0649,2.0038,0.0082,2.4542,54.3521,Social Media Influencer
373469,male,Đuraš,Anđelković,Inđija,Zaječar,Serbia,35,14.1087,55.3648,126.6367,0.0,0.0,12.3882,0.6618,3.6087,0.7774,0.8301,10.5082,0.1235,4.602,13.8801,94.6358,13.7439,1.9828,0.154,0.3597,5.7216,0.0034,3.1314,66.3782,Social Media Influencer
452272,female,Mihaela,Selaković,Trgovište,Zaječar,Serbia,35,13.8532,31.035,66.1045,0.0,0.0,9.8509,0.6614,3.1026,2.2232,0.5931,11.2228,4.7822,2.3113,10.2416,97.5976,11.2791,1.826,0.0826,0.692,6.3101,0.0159,2.6708,9.1316,Social Media Influencer
83731,female,Estelle,Lucas,Rennes,Vienne,France,31,8.4068,68.0311,153.5554,0.0,0.0311,21.589,0.7498,4.7438,4.7202,0.4636,4.6662,8.9143,6.2401,16.5664,107.0683,6.0822,1.8656,0.0276,0.5254,6.0886,0.0,2.5571,101.1002,Social Media Influencer
13617,female,Els,Regterschot,Ootmarsum,Flevoland,Netherlands,48,9.9852,60.5693,105.4372,0.0,0.7463,10.1563,0.598,7.4336,0.0,3.5372,6.8299,13.5299,3.8465,13.0372,99.925,5.9139,1.8486,0.3141,0.0574,7.8382,0.0137,2.4611,29.3191,Social Media Influencer
108252,female,Mayina,Nazarenko,Vishgorod,Dnipropetrovska,Ukraine,36,8.1522,48.331,171.6524,0.0,0.0,16.5471,0.7177,5.5603,4.803,0.5619,5.8399,3.7889,2.9545,17.3762,98.6284,9.3333,1.7469,0.1229,0.1144,8.762,0.0113,2.3542,24.6573,Social Media Influencer
68354,female,Hendrieke,Van Tatenhove,Bergen Lb,Gelderland,Netherlands,22,20.9921,34.345,148.2017,0.0152,0.0,7.0491,0.6931,5.1526,2.5371,0.5858,9.438,2.8128,0.7358,14.4531,99.4785,20.8603,1.1053,0.1198,0.4081,1.2762,0.0,1.2252,2.0303,Social Media Influencer
51687,male,Connor,Anderson,Invercargill,Bay of Plenty,New Zealand,38,45.1426,12.9254,99.4698,0.0,0.0922,8.8584,0.7461,3.7019,3.0573,0.4901,8.2956,4.8556,5.3093,14.1884,97.264,48.3043,1.6455,0.0,0.7981,0.0,0.0,2.6931,93.5883,Social Media Influencer
194518,female,Shylaja,Gugale,Kochi,Assam,India,32,7.9952,26.2271,180.6346,0.0343,0.4293,0.0,0.5506,4.2318,3.9306,0.4999,3.8097,16.7336,2.7124,16.7917,93.3461,6.6611,1.1268,0.0,0.0,7.8326,0.2229,0.9871,20.7617,Social Media Influencer
371633,male,Tanasko,Lončarević,Inđija,Mačva,Serbia,27,12.4138,20.4909,178.6924,0.0,2.2235,9.3727,0.8118,1.9615,2.9859,4.632,7.1983,3.3107,2.9504,18.4175,93.4942,10.368,1.9853,0.0,0.0516,1.4174,0.0031,3.1469,23.421,Social Media Influencer
468067,male,Ilarion,Burmaka,Kostyantinivka,Ivano-Frankivska,Ukraine,53,23.2864,33.8008,123.1832,0.0298,0.0,8.0193,0.8254,7.574,0.0,0.5161,11.7278,3.3847,4.6047,12.1266,100.0495,19.7042,1.0244,0.0,0.4593,3.4614,0.0,1.0618,55.6083,Social Media Influencer
418813,female,آوا,کامروا,گلستان,زنجان,Iran,24,30.933,60.0357,167.2825,0.0,0.0384,13.7175,0.7213,4.2901,3.1976,0.5271,6.3372,5.0983,5.2244,16.9078,105.025,33.903,2.1265,0.0083,0.5921,2.4449,0.0052,4.3202,97.052,Social Media Influencer
359968,male,Korniy,Shumilo,Lviv,Donecka,Ukraine,35,11.8707,23.5402,185.8082,0.0016,0.0,15.403,0.7254,4.2671,1.2051,0.7531,3.1278,3.0591,3.6095,17.3494,96.1515,11.56,1.5662,0.1266,0.3745,6.5871,0.0125,1.938,26.1852,Social Media Influencer
425556,male,Zachary,Patel,Georgetown,Prince Edward Island,Canada,22,20.9156,17.7408,168.5692,0.1779,0.0609,22.1024,0.6658,6.1584,2.4279,0.6955,6.0388,7.4831,1.6989,17.9731,101.5847,22.9852,2.0273,0.0,0.0097,0.1245,0.0,4.0368,5.5763,Social Media Influencer
275846,male,Thomas,Martin,Besançon,Loire,France,44,23.9932,63.2078,212.913,0.0,0.087,13.4095,0.6573,6.8809,5.3942,0.5294,8.1427,1.9007,2.9948,18.6243,103.377,26.0246,1.8619,0.0852,1.1145,6.3288,0.0338,3.2203,31.0634,Social Media Influencer
171267,male,Vojislav,Stojaković,Vršac,Bor,Serbia,34,14.5654,61.9094,147.3571,0.0056,0.0,7.8584,0.6804,0.0,2.5545,0.6555,8.031,7.5672,1.7869,14.6822,106.4895,11.5686,1.7813,0.0747,0.3636,6.0272,0.0,2.5232,9.6261,Social Media Influencer
168831,female,Jen,Shelton,Ardee,Dún Laoghaire–Rathdown,Ireland,23,7.5134,76.4323,139.5978,0.0,0.5783,21.1845,0.8672,9.9661,5.1977,0.3463,7.1454,7.2816,1.6812,14.4259,116.7027,3.2045,1.2904,0.2877,0.9443,0.0,0.0,1.181,13.5767,Social Media Influencer
423295,male,Petter,Eriksson,Mosjøen,Oslo,Norway,38,49.111,67.1153,183.2333,0.0,0.0,17.8485,0.7922,4.5052,1.9157,0.8175,6.1134,25.8138,3.5149,16.5862,98.4918,45.6744,2.0753,0.2505,0.5221,7.585,0.0,4.1525,31.6001,Social Media Influencer
346765,female,Sara,Makinen,Saltvik,Kymenlaakso,Finland,35,17.9076,9.4104,86.969,1.1656,0.0963,36.0871,0.7261,5.917,9.3003,1.302,5.3821,6.5141,4.5478,13.923,85.3285,22.4888,2.2648,0.2884,0.0,5.628,0.0295,4.9971,93.6764,Social Media Influencer
428972,male,Alexandre,Miller,Hudson,British Columbia,Canada,31,34.6453,19.7636,138.784,0.0111,0.0,0.0,0.6874,1.7379,5.2015,0.4725,6.0289,5.6855,3.5843,16.272,96.6136,38.7392,1.7212,0.0,0.0027,2.071,0.4204,2.886,43.0367,Social Media Influencer
